aluno_id,ano_letivo,turma,disciplina,fase,nota_exame_norm_0_20,nota_p1,nota_p2,nota_p3,cif
1603,2018/2019,18/19 - 11º ANO B2,FILO.,CE2,10.6,9,9,10,10
1604,2017/2018,17/18 - 11º ANO A2,BIO.GEO.,CE1,15.5,16,16,16,16
1604,2017/2018,17/18 - 11º ANO A2,BIO.GEO.,CE2,13.5,16,16,16,16
1604,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,18.6,17,18,17,17
1604,2018/2019,18/19 - 12º ANO A2,MAT.A,CE1,19.0,18,19,19,18
1604,2018/2019,18/19 - 12º ANO A2,PORT.,CE1,19.8,15,16,18,17
1605,2016/2017,16/17 - 11º ANO B,ECON.A,CE1,10.8,15,16,16,16
1605,2016/2017,16/17 - 11º ANO B,ECON.A,CE2,7.6,15,16,16,16
1605,2016/2017,16/17 - 11º ANO B,GEOG.A,CE1,9.8,14,14,14,15
1605,2017/2018,17/18 - 12º ANO B,MAT.A,CE1,16.3,16,17,16,16
1605,2017/2018,17/18 - 12º ANO B,MAT.A,CE2,16.1,16,17,16,16
1605,2017/2018,17/18 - 12º ANO B,PORT.,CE1,8.5,14,13,13,14
1605,2017/2018,17/18 - 12º ANO B,PORT.,CE2,13.7,14,13,13,14
1610,2017/2018,17/18 - 11º ANO A1,BIO.GEO.,CE1,15.8,13,14,14,15
1610,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE1,14.5,14,15,15,14
1610,2018/2019,18/19 - 12º ANO A1,MAT.A,CE1,17.2,16,16,19,15
1610,2018/2019,18/19 - 12º ANO A1,PORT.,CE1,8.9,14,13,13,13
1612,2017/2018,17/18 - 11º ANO B,ECON.A,CE1,7.9,9,9,9,10
1612,2017/2018,17/18 - 11º ANO B,FILO.,CE1,7.9,12,10,9,10
1638,2018/2019,18/19 - 11º ANO C,MACS,CE1,18.2,17,19,19,18
1639,2018/2019,18/19 - 11º ANO B1,ECON.A,CE1,12.6,11,10,10,12
1639,2018/2019,18/19 - 11º ANO B1,FILO.,CE1,16.4,13,12,13,14
1644,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,12.0,14,15,14,14
1644,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE2,9.1,14,15,14,14
1644,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,14.2,16,18,17,16
1644,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE2,14.8,16,18,17,16
1646,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE1,8.5,9,9,,7
1646,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE2,8.3,9,9,,7
1646,2016/2017,16/17 - 12º ANO A1,MAT.A,CE1,11.1,12,12,11,11
1646,2016/2017,16/17 - 12º ANO A1,MAT.A,CE2,11.5,12,12,11,11
1646,2016/2017,16/17 - 12º ANO A1,PORT.,CE1,9.7,14,13,13,13
1653,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,12.5,12,12,12,14
1653,2014/2015,14/15 - 11º ANO A2,GEO.DESC.A,CE1,19.7,15,16,17,16
1653,2015/2016,15/16 - 12º ANO A2,MAT.A,CE1,11.5,14,14,15,15
1653,2015/2016,15/16 - 12º ANO A2,MAT.A,CE2,17.7,14,14,15,15
1653,2015/2016,15/16 - 12º ANO A2,PORT.,CE1,11.7,14,13,13,13
1656,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,5.5,11,11,11,11
1656,2014/2015,14/15 - 11º ANO A2,GEO.DESC.A,CE1,10.1,10,11,12,11
1656,2014/2015,14/15 - 11º ANO A2,GEO.DESC.A,CE2,10.3,10,11,12,11
1656,2015/2016,15/16 - 12º ANO A2,MAT.A,CE1,13.3,13,15,15,13
1656,2015/2016,15/16 - 12º ANO A2,MAT.A,CE2,11.8,13,15,15,13
1656,2015/2016,15/16 - 12º ANO A2,PORT.,CE1,11.5,15,14,15,14
1656,2015/2016,15/16 - 12º ANO A2,PORT.,CE2,15.2,15,14,15,14
1661,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,10.1,13,11,11,12
1661,2015/2016,15/16 - 12º ANO A2,MAT.A,CE1,15.6,15,17,18,16
1661,2015/2016,15/16 - 12º ANO A2,MAT.A,CE2,15.9,15,17,18,16
1661,2015/2016,15/16 - 12º ANO A2,PORT.,CE1,12.7,13,13,12,12
1662,2014/2015,14/15 - 11º ANO A1,FÍS.QUÍM.A,CE1,15.9,16,15,17,18
1662,2014/2015,14/15 - 11º ANO A1,FÍS.QUÍM.A,CE2,18.6,16,15,17,18
1662,2015/2016,15/16 - 12º ANO A1,MAT.A,CE1,15.8,18,17,18,18
1662,2015/2016,15/16 - 12º ANO A1,MAT.A,CE2,16.1,18,17,18,18
1662,2015/2016,15/16 - 12º ANO A1,PORT.,CE1,16.0,14,15,16,16
1663,2013/2014,13/14 - 11º ANO A,BIO.GEO.,CE1,12.9,8,10,10,11
1663,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE1,4.0,11,10,10,10
1663,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE2,6.3,11,10,10,10
1663,2014/2015,14/15 - 12º ANO A,PORT.,CE1,10.6,10,12,13,13
1674,2013/2014,13/14 - 12º ANO A,MAT.A,CE1,10.5,14,10,11,11
1674,2013/2014,13/14 - 12º ANO A,MAT.A,CE2,5.1,14,10,11,11
1674,2013/2014,13/14 - 12º ANO A,PORT.,CE1,16.8,14,15,16,16
1676,2014/2015,14/15 - 11º ANO B,ECON.A,CE1,19.2,19,19,19,19
1676,2014/2015,14/15 - 11º ANO B,FILO.,CE1,17.6,18,18,19,19
1676,2015/2016,15/16 - 12º ANO B,MAT.A,CE1,18.3,19,19,19,19
1676,2015/2016,15/16 - 12º ANO B,PORT.,CE1,18.1,18,18,18,18
1678,2014/2015,14/15 - 11º ANO B,ECON.A,CE1,14.5,15,15,17,16
1678,2014/2015,14/15 - 11º ANO B,GEOG.A,CE1,17.5,16,16,16,16
1678,2015/2016,15/16 - 12º ANO B,MAT.A,CE1,14.0,13,14,17,16
1678,2015/2016,15/16 - 12º ANO B,MAT.A,CE2,16.1,13,14,17,16
1678,2015/2016,15/16 - 12º ANO B,PORT.,CE1,12.9,14,14,14,14
1690,2018/2019,18/19 - 11º ANO C,FILO.,CE1,12.6,14,14,14,15
1691,2017/2018,17/18 - 11º ANO D,GEO.DESC.A,CE1,10.9,12,15,15,16
1691,2017/2018,17/18 - 11º ANO D,GEO.DESC.A,CE2,13.5,12,15,15,16
1691,2017/2018,17/18 - 11º ANO D,HCA,CE1,14.6,13,13,13,13
1691,2018/2019,18/19 - 12º ANO D,DES.A,CE1,10.0,16,15,15,16
1691,2018/2019,18/19 - 12º ANO D,PORT.,CE1,12.7,12,12,12,14
1697,2017/2018,17/18 - 11º ANO A3,FILO.,CE2,10.8,15,13,13,12
1697,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,12.7,12,12,12,12
1697,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE2,12.8,12,12,12,12
1697,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,16.0,18,17,16,16
1697,2018/2019,18/19 - 12º ANO A3,MAT.A,CE1,13.8,14,15,15,13
1697,2018/2019,18/19 - 12º ANO A3,MAT.A,CE2,17.0,14,15,15,13
1697,2018/2019,18/19 - 12º ANO A3,PORT.,CE1,13.7,12,14,13,13
1698,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE1,7.0,8,7,,5
1698,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE2,7.5,8,7,,5
1698,2016/2017,16/17 - 11º ANO A1,BIO.GEO.,CE1,7.4,8,9,9,10
1698,2016/2017,16/17 - 11º ANO A1,BIO.GEO.,CE2,12.3,8,9,9,10
1698,2017/2018,17/18 - 12º ANO A1,PORT.,CE1,11.5,14,13,13,13
1698,2017/2018,17/18 - 12º ANO A1,PORT.,CE2,10.8,14,13,13,13
1699,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE1,12.9,15,15,16,16
1699,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE2,14.5,15,15,16,16
1699,2014/2015,14/15 - 11º ANO A1,FÍS.QUÍM.A,CE1,15.5,16,16,17,18
1699,2014/2015,14/15 - 11º ANO A1,FÍS.QUÍM.A,CE2,18.6,16,16,17,18
1699,2015/2016,15/16 - 12º ANO A1,MAT.A,CE1,17.1,17,16,18,17
1699,2015/2016,15/16 - 12º ANO A1,PORT.,CE1,14.5,14,15,17,16
1700,2014/2015,14/15 - 11º ANO B,ECON.A,CE1,17.0,19,19,19,19
1700,2014/2015,14/15 - 11º ANO B,FILO.,CE1,17.2,18,18,19,19
1700,2015/2016,15/16 - 12º ANO B,MAT.A,CE1,16.2,16,16,18,17
1700,2015/2016,15/16 - 12º ANO B,PORT.,CE1,12.6,16,14,15,15
1701,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,9.6,15,14,13,14
1702,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,2.3,8,,,
1702,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE2,4.9,8,,,
1703,2013/2014,13/14 - 12º ANO A,MAT.A,CE1,7.9,9,9,9,11
1703,2013/2014,13/14 - 12º ANO A,MAT.A,CE2,5.2,9,9,9,11
1703,2013/2014,13/14 - 12º ANO A,PORT.,CE1,10.0,10,10,11,11
1714,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,13.5,11,9,11,11
1714,2018/2019,18/19 - 12º ANO A3,MAT.A,CE1,11.2,11,8,10,10
1714,2018/2019,18/19 - 12º ANO A3,MAT.A,CE2,15.2,11,8,10,10
1714,2018/2019,18/19 - 12º ANO A3,PORT.,CE1,10.0,10,10,10,11
1714,2018/2019,18/19 - 12º ANO A3,PORT.,CE2,11.5,10,10,10,11
1715,2016/2017,16/17 - 11º ANO B,FILO.,CE1,11.1,15,14,14,14
1715,2016/2017,16/17 - 11º ANO B,HIST. B,CE1,9.7,12,12,12,12
1717,2015/2016,15/16 - 11º ANO B,ECON.A,CE1,12.2,11,13,14,14
1717,2015/2016,15/16 - 11º ANO B,ECON.A,CE2,15.5,11,13,14,14
1717,2015/2016,15/16 - 11º ANO B,FILO.,CE1,14.8,11,12,14,15
1717,2016/2017,16/17 - 12º ANO B,MAT.A,CE1,15.5,13,15,16,15
1717,2016/2017,16/17 - 12º ANO B,MAT.A,CE2,16.0,13,15,16,15
1717,2016/2017,16/17 - 12º ANO B,PORT.,CE1,11.5,15,15,15,15
1718,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,13.7,16,15,14,15
1718,2014/2015,14/15 - 11º ANO A2,GEO.DESC.A,CE1,17.5,17,18,20,20
1718,2015/2016,15/16 - 12º ANO A2,MAT.A,CE1,18.0,19,19,18,17
1718,2015/2016,15/16 - 12º ANO A2,PORT.,CE1,13.5,17,16,17,17
1723,2016/2017,16/17 - 11º ANO A1,BIO.GEO.,CE1,12.9,10,11,11,11
1723,2016/2017,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,8.8,10,11,11,11
1723,2016/2017,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,11.8,10,11,11,11
1723,2017/2018,17/18 - 12º ANO A1,MAT.A,CE1,10.0,11,13,12,11
1723,2017/2018,17/18 - 12º ANO A1,MAT.A,CE2,8.0,11,13,12,11
1723,2017/2018,17/18 - 12º ANO A1,PORT.,CE1,11.5,12,14,14,14
1724,2015/2016,15/16 - 11º ANO D,GEO.DESC.A,CE1,18.6,13,16,,6
1724,2015/2016,15/16 - 11º ANO D,HCA,CE1,11.1,14,14,14,16
1724,2016/2017,16/17 - 12º ANO D,DES.A,CE1,16.0,18,17,19,18
1724,2016/2017,16/17 - 12º ANO D,PORT.,CE1,17.6,16,15,15,15
1734,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,14.6,16,17,16,16
1734,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,17.9,20,20,20,18
1734,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,15.2,17,16,17,16
1734,2016/2017,16/17 - 12º ANO A2,MAT.A,CE2,16.8,17,16,17,16
1734,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,17.2,15,16,16,15
1735,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,16.8,14,12,14,15
1735,2014/2015,14/15 - 11º ANO A2,GEO.DESC.A,CE1,19.7,17,17,18,17
1735,2015/2016,15/16 - 12º ANO A2,MAT.A,CE1,12.6,17,16,17,16
1735,2015/2016,15/16 - 12º ANO A2,MAT.A,CE2,15.9,17,16,17,16
1735,2015/2016,15/16 - 12º ANO A2,PORT.,CE1,12.8,16,14,15,15
1736,2014/2015,14/15 - 11º ANO B,ECON.A,CE1,12.5,17,18,18,18
1736,2014/2015,14/15 - 11º ANO B,HIST. B,CE1,17.5,17,17,19,18
1736,2015/2016,15/16 - 12º ANO B,MAT.A,CE1,14.5,17,17,18,17
1736,2015/2016,15/16 - 12º ANO B,MAT.A,CE2,15.5,17,17,18,17
1736,2015/2016,15/16 - 12º ANO B,PORT.,CE1,13.9,14,14,14,14
1740,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE1,12.5,14,14,16,16
1740,2015/2016,15/16 - 11º ANO A1,FÍS.QUÍM.A,CE1,17.4,15,16,17,16
1740,2016/2017,16/17 - 12º ANO A1,MAT.A,CE1,18.6,17,17,18,17
1740,2016/2017,16/17 - 12º ANO A1,PORT.,CE1,17.6,15,16,16,16
1748,2017/2018,17/18 - 11º ANO A2,BIO.GEO.,CE1,17.5,16,16,16,17
1748,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,16.1,14,15,15,15
1748,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,14.6,14,15,15,15
1751,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE1,13.0,15,15,15,16
1751,2015/2016,15/16 - 11º ANO A1,FÍS.QUÍM.A,CE1,15.7,12,13,14,13
1756,2017/2018,17/18 - 11º ANO A1,BIO.GEO.,CE1,12.8,14,14,15,15
1756,2017/2018,17/18 - 11º ANO A1,BIO.GEO.,CE2,12.7,14,14,15,15
1756,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE1,12.7,17,18,18,18
1756,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE2,17.5,17,18,18,18
1756,2018/2019,18/19 - 12º ANO A1,MAT.A,CE1,16.5,17,17,17,17
1756,2018/2019,18/19 - 12º ANO A1,PORT.,CE1,18.2,18,18,18,18
1758,2014/2015,14/15 - 11º ANO A2,BIO.GEO.,CE1,17.1,18,18,18,18
1758,2014/2015,14/15 - 11º ANO A2,BIO.GEO.,CE2,17.5,18,18,18,18
1758,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,19.2,18,17,18,19
1758,2015/2016,15/16 - 12º ANO A2,MAT.A,CE1,19.8,19,20,20,19
1758,2015/2016,15/16 - 12º ANO A2,PORT.,CE1,17.7,17,18,18,18
1759,2016/2017,16/17 - 11º ANO C,GEOG.A,CE1,13.8,12,11,11,13
1759,2016/2017,16/17 - 11º ANO C,LIT.PORT.,CE1,9.6,10,10,11,11
1759,2017/2018,17/18 - 12º ANO C,HIST.A,CE1,11.9,14,15,15,14
1759,2017/2018,17/18 - 12º ANO C,PORT.,CE1,10.1,11,11,13,11
1761,2016/2017,16/17 - 11º ANO B,ECON.A,CE1,9.7,16,17,17,18
1761,2016/2017,16/17 - 11º ANO B,ECON.A,CE2,6.3,16,17,17,18
1761,2016/2017,16/17 - 11º ANO B,GEOG.A,CE1,12.2,16,15,16,17
1761,2017/2018,17/18 - 12º ANO B,PORT.,CE1,11.5,13,13,13,13
1764,2018/2019,18/19 - 12º ANO A1,MAT.A,CE1,5.3,8,8,10,10
1764,2018/2019,18/19 - 12º ANO A1,MAT.A,CE2,9.1,8,8,10,10
1764,2018/2019,18/19 - 12º ANO A1,PORT.,CE1,11.5,10,9,9,11
1770,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,12.5,11,11,13,12
1770,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,11.1,12,12,11,11
1776,2016/2017,16/17 - 11º ANO B,FILO.,CE1,18.3,18,18,18,19
1776,2016/2017,16/17 - 11º ANO B,HIST. B,CE1,16.1,15,16,16,16
1776,2017/2018,17/18 - 12º ANO B,MAT.A,CE1,7.2,11,9,10,12
1776,2017/2018,17/18 - 12º ANO B,PORT.,CE1,18.5,18,18,18,17
1778,2016/2017,16/17 - 11º ANO A1,BIO.GEO.,CE1,16.5,19,19,19,19
1778,2016/2017,16/17 - 11º ANO A1,BIO.GEO.,CE2,17.8,19,19,19,19
1778,2016/2017,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,17.7,20,20,20,20
1778,2016/2017,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,18.8,20,20,20,20
1778,2017/2018,17/18 - 12º ANO A1,MAT.A,CE1,18.7,20,20,20,20
1778,2017/2018,17/18 - 12º ANO A1,PORT.,CE1,18.9,19,20,20,20
1779,2014/2015,14/15 - 11º ANO B,FILO.,CE1,11.0,11,11,12,12
1779,2014/2015,14/15 - 11º ANO B,HIST. B,CE1,11.0,12,13,13,13
1779,2015/2016,15/16 - 12º ANO B,PORT.,CE1,7.0,,11,11,11
1779,2015/2016,15/16 - 12º ANO B,PORT.,CE2,11.7,,11,11,11
1780,2014/2015,14/15 - 11º ANO B,FILO.,CE1,13.8,18,16,16,15
1780,2014/2015,14/15 - 11º ANO B,HIST. B,CE1,8.0,17,14,15,15
1780,2015/2016,15/16 - 12º ANO B,MAT.A,CE1,12.2,12,13,15,13
1780,2015/2016,15/16 - 12º ANO B,PORT.,CE1,14.8,15,16,16,16
1781,2013/2014,13/14 - 11º ANO A,BIO.GEO.,CE1,9.0,10,9,10,12
1781,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE1,8.1,12,10,10,11
1781,2014/2015,14/15 - 12º ANO A,PORT.,CE1,10.5,10,9,11,11
1782,2013/2014,13/14 - 11º ANO A,BIO.GEO.,CE1,7.0,8,7,7,10
1782,2013/2014,13/14 - 11º ANO A,BIO.GEO.,CE2,4.5,8,7,7,10
1782,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE1,8.0,11,10,10,10
1782,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE2,5.8,11,10,10,10
1782,2014/2015,14/15 - 12º ANO A,MAT.A,CE1,8.5,9,6,9,10
1782,2014/2015,14/15 - 12º ANO A,MAT.A,CE2,8.5,9,6,9,10
1782,2014/2015,14/15 - 12º ANO A,PORT.,CE1,6.5,8,8,10,10
1782,2014/2015,14/15 - 12º ANO A,PORT.,CE2,9.5,8,8,10,10
1783,2013/2014,13/14 - 12º ANO A,MAT.A,CE1,9.5,7,10,9,11
1783,2013/2014,13/14 - 12º ANO A,MAT.A,CE2,8.0,7,10,9,11
1784,2013/2014,13/14 - 12º ANO A,MAT.A,CE1,19.5,18,19,20,19
1784,2013/2014,13/14 - 12º ANO A,PORT.,CE1,17.0,18,18,20,19
1787,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE1,10.7,12,13,14,13
1787,2014/2015,14/15 - 11º ANO A1,FÍS.QUÍM.A,CE1,9.8,13,11,11,13
1794,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,13.9,14,15,17,15
1794,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,15.8,19,19,20,20
1797,2013/2014,13/14 - 11º ANO C,GEOG.A,CE1,14.6,15,16,15,14
1797,2014/2015,14/15 - 12º ANO C,HIST.A,CE1,15.7,17,16,17,16
1797,2014/2015,14/15 - 12º ANO C,PORT.,CE1,16.8,15,17,17,16
1798,2014/2015,14/15 - 11º ANO A2,FILO.,CE1,7.4,9,8,8,8
1798,2014/2015,14/15 - 11º ANO A2,FILO.,CE2,2.9,9,8,8,8
1798,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,4.0,7,6,6,0
1798,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE2,3.2,7,6,6,0
1798,2014/2015,14/15 - 11º ANO A2,GEO.DESC.A,CE1,3.3,9,8,7,0
1798,2014/2015,14/15 - 11º ANO A2,GEO.DESC.A,CE2,1.9,9,8,7,0
1809,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,12.2,16,15,18,16
1809,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE2,19.8,16,15,18,16
1809,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,15.1,15,14,14,14
1810,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE1,15.8,15,16,17,17
1810,2015/2016,15/16 - 11º ANO A1,FÍS.QUÍM.A,CE1,17.9,17,17,18,18
1810,2016/2017,16/17 - 12º ANO A1,MAT.A,CE1,19.9,19,19,19,19
1810,2016/2017,16/17 - 12º ANO A1,PORT.,CE1,17.2,18,17,18,18
1811,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,17.2,16,16,17,17
1811,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,19.5,17,18,19,19
1811,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,18.2,15,16,15,17
1811,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,15.0,17,17,16,16
1812,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,5.5,9,10,10,11
1812,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE2,5.9,9,10,10,11
1812,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,6.6,10,14,14,13
1812,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE2,5.4,10,14,14,13
1813,2015/2016,15/16 - 11º ANO A2,FILO.,CE1,12.8,17,15,16,16
1813,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,11.8,9,11,12,12
1813,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,12.5,11,12,12,13
1813,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,13.0,15,14,14,14
1814,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE1,11.0,10,9,,4
1814,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE2,10.2,10,9,,4
1814,2016/2017,16/17 - 12º ANO A1,MAT.A,CE1,6.8,11,9,10,10
1814,2016/2017,16/17 - 12º ANO A1,PORT.,CE1,7.3,11,10,12,11
1815,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,9.6,13,14,14,14
1815,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,19.3,9,13,15,14
1815,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,11.2,15,13,13,14
1815,2016/2017,16/17 - 12º ANO A2,MAT.A,CE2,15.9,15,13,13,14
1815,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,10.8,14,13,13,13
1816,2015/2016,15/16 - 11º ANO A2,FILO.,CE1,14.1,12,14,15,15
1816,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,6.2,9,10,11,11
1816,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE2,4.1,9,10,11,11
1816,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,9.6,8,10,9,10
1816,2016/2017,16/17 - 12º ANO A2,MAT.A,CE2,10.1,8,10,9,10
1816,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,11.0,13,11,11,12
1818,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE1,17.1,15,15,16,17
1818,2015/2016,15/16 - 11º ANO A1,FÍS.QUÍM.A,CE1,17.1,15,16,17,17
1818,2016/2017,16/17 - 12º ANO A1,MAT.A,CE1,14.7,15,17,18,17
1818,2016/2017,16/17 - 12º ANO A1,MAT.A,CE2,19.5,15,17,18,17
1818,2016/2017,16/17 - 12º ANO A1,PORT.,CE1,17.9,18,17,18,18
1819,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,18.0,13,13,13,14
1819,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,19.6,16,17,17,17
1819,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,17.2,15,14,14,16
1819,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,16.2,14,14,14,14
1820,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,11.8,15,15,16,15
1820,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE2,11.7,15,15,16,15
1820,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,17.8,13,17,19,17
1820,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,15.5,17,16,18,16
1820,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,11.9,14,13,13,14
1821,2015/2016,15/16 - 11º ANO B,ECON.A,CE1,9.6,12,14,15,14
1821,2015/2016,15/16 - 11º ANO B,HIST. B,CE1,12.7,13,13,14,14
1821,2016/2017,16/17 - 12º ANO B,MAT.A,CE1,8.2,11,11,10,11
1821,2016/2017,16/17 - 12º ANO B,MAT.A,CE2,6.9,11,11,10,11
1821,2016/2017,16/17 - 12º ANO B,PORT.,CE1,10.7,12,13,15,14
1821,2016/2017,16/17 - 12º ANO B,PORT.,CE2,12.5,12,13,15,14
1822,2015/2016,15/16 - 11º ANO B,ECON.A,CE1,9.7,13,15,16,16
1822,2015/2016,15/16 - 11º ANO B,ECON.A,CE2,14.7,13,15,16,16
1822,2015/2016,15/16 - 11º ANO B,HIST. B,CE1,9.7,14,15,15,15
1822,2015/2016,15/16 - 11º ANO B,HIST. B,CE2,12.1,14,15,15,15
1822,2016/2017,16/17 - 12º ANO B,MAT.A,CE1,13.1,14,16,15,15
1822,2016/2017,16/17 - 12º ANO B,MAT.A,CE2,13.7,14,16,15,15
1822,2016/2017,16/17 - 12º ANO B,PORT.,CE1,9.5,13,14,15,14
1822,2016/2017,16/17 - 12º ANO B,PORT.,CE2,10.1,13,14,15,14
1823,2015/2016,15/16 - 11º ANO C,LIT.PORT.,CE1,12.1,11,12,12,12
1823,2016/2017,16/17 - 12º ANO C,HIST.A,CE1,5.9,11,11,11,12
1823,2016/2017,16/17 - 12º ANO C,HIST.A,CE2,0.9,11,11,11,12
1823,2016/2017,16/17 - 12º ANO C,PORT.,CE1,15.3,11,15,15,15
1823,2016/2017,16/17 - 12º ANO C,PORT.,CE2,13.5,11,15,15,15
1825,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE1,8.8,15,14,13,14
1825,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE2,11.8,15,14,13,14
1825,2015/2016,15/16 - 11º ANO A1,FÍS.QUÍM.A,CE1,13.5,10,12,12,12
1825,2016/2017,16/17 - 12º ANO A1,PORT.,CE1,13.0,14,14,14,13
1826,2016/2017,16/17 - 11º ANO C,GEOG.A,CE1,9.5,7,8,7,0
1826,2016/2017,16/17 - 11º ANO C,LIT.PORT.,CE1,5.9,9,9,10,10
1826,2017/2018,17/18 - 12º ANO C,HIST.A,CE1,7.5,12,12,12,12
1826,2017/2018,17/18 - 12º ANO C,PORT.,CE1,5.8,9,10,12,11
1826,2017/2018,17/18 - 12º ANO C,PORT.,CE2,6.5,9,10,12,11
1827,2015/2016,15/16 - 11º ANO B,ECON.A,CE1,7.7,16,16,16,16
1827,2015/2016,15/16 - 11º ANO B,ECON.A,CE2,15.7,16,16,16,16
